id:ID(Concept),name:String,language:String,sense:String,partOfSpeech:String
/c/lv/visdziļāk/r,visdziļāk,lv,,r
/c/nb/dyp/a,dyp,nb,,a
/c/rm/bass/a,bass,rm,,a
/c/ru/низкий/a,низкий,ru,,a
/c/rup/adãncu/a,adãncu,rup,,a
/c/rup/afundu/a,afundu,rup,,a
/c/sa/उच्च/a,उच्च,sa,,a
/c/sh/дубок/a,дубок,sh,,a
/c/ur/گنبھیر/a,گنبھیر,ur,,a
/c/zh/低沉/a,低沉,zh,,a
/c/zh/奇恥大辱,奇恥大辱,zh,,
/c/zh/隩/a,隩,zh,,a
/c/en/fast/a/of_sleep_deep_or_sound,fast,en,of_sleep_deep_or_sound,a
/c/en/long/a/having_much_distance_from_one_point_to_another,long,en,having_much_distance_from_one_point_to_another,a
/c/en/deep/a/having_its_bottom_far_down,deep,en,having_its_bottom_far_down,a
/c/en/richness/n/a_strong_deep_vividness_of_hue,richness,en,a_strong_deep_vividness_of_hue,n
/c/en/abysmal/a/resembling_an_abyss_in_depth,abysmal,en,resembling_an_abyss_in_depth,a
/c/en/profound/a/coming_from_deep_within_one,profound,en,coming_from_deep_within_one,a
/c/en/deep/a/large_in_quantity_or_size,deep,en,large_in_quantity_or_size,a
/c/en/shallow/a/lacking_physical_depth,shallow,en,lacking_physical_depth,a
/c/en/ocean/n/a_large_body_of_water_constituting_a_principal_part_of_the_hydrosphere,ocean,en,a_large_body_of_water_constituting_a_principal_part_of_the_hydrosphere,n
/c/en/heavy/a/deep_and_complete,heavy,en,deep_and_complete,a
/c/en/middle/n/time_between_the_beginning_and_the_end_of_a_temporal_period,middle,en,time_between_the_beginning_and_the_end_of_a_temporal_period,n
/c/en/astuteness/n/the_intellectual_ability_to_penetrate_deeply_into_ideas,astuteness,en,the_intellectual_ability_to_penetrate_deeply_into_ideas,n
/c/en/bottomless/a/extremely_deep,bottomless,en,extremely_deep,a
/c/en/profound/a/situated_at_or_extending_to_great_depth,profound,en,situated_at_or_extending_to_great_depth,a
/c/en/deep/a/extending_relatively_far_inward,deep,en,extending_relatively_far_inward,a
/c/en/deep/a/exhibiting_great_cunning_usually_with_secrecy,deep,en,exhibiting_great_cunning_usually_with_secrecy,a
/c/en/walk_in/a/extending_very_far_enough_back_to_allow_a_person_to_enter,walk_in,en,extending_very_far_enough_back_to_allow_a_person_to_enter,a
/c/en/deep/a/very_distant_in_time_or_space,deep,en,very_distant_in_time_or_space,a
/c/en/deep/a/with_head_or_back_bent_low,deep,en,with_head_or_back_bent_low,a
/c/ja/瑠璃/n,瑠璃,ja,,n
/c/de/tief,tief,de,,
/c/ja/深い,深い,ja,,
/c/km/ជ្រៅ,ជ្រៅ,km,,
/c/en/braindance/n,braindance,en,,n
/c/en/idm,idm,en,,
/c/en/blush_response,blush_response,en,,
/c/en/fl_avour_of_weak,fl_avour_of_weak,en,,
/c/en/cocoon/n/björk_song,cocoon,en,björk_song,n
/c/en/soundscaping,soundscaping,en,,
/c/en/illbient/n,illbient,en,,n
/c/en/soundscaping/n,soundscaping,en,,n
/c/en/soundscape,soundscape,en,,
/c/en/gate_of_paradise/n/album,gate_of_paradise,en,album,n
/c/en/colonia/n/autopsia_album,colonia,en,autopsia_album,n
/c/en/soundscape/n/new_zealand_festival,soundscape,en,new_zealand_festival,n
/c/en/autobahn/n/album,autobahn,en,album,n
/c/en/berlin_requiem,berlin_requiem,en,,
/c/en/calypso/n/song,calypso,en,song,n
/c/en/forty/n/album,forty,en,album,n
/c/ja/サウンドスケープ,サウンドスケープ,ja,,
/c/en/neu_vinyl_box,neu_vinyl_box,en,,
/c/en/pele's_dream,pele's_dream,en,,
/c/en/neu/n/album,neu,en,album,n
/c/en/yasunori_mitsuda,yasunori_mitsuda,en,,
/c/en/virtual,virtual,en,,
/c/en/environment,environment,en,,
/c/en/scape,scape,en,,
/c/en/electroacoustic,electroacoustic,en,,
/c/en/uk_hard_house,uk_hard_house,en,,
/c/en/drum_and_bass,drum_and_bass,en,,
/c/en/electronic_dance_music,electronic_dance_music,en,,
/c/en/hamilton_new_zealand,hamilton_new_zealand,en,,
/c/en/eerie/a/inspiring_a_feeling_of_fear,eerie,en,inspiring_a_feeling_of_fear,a
/c/en/strange/a/being_definitely_out_of_the_ordinary_and_unexpected,strange,en,being_definitely_out_of_the_ordinary_and_unexpected,a
/c/en/supernatural/a/not_existing_in_nature_or_subject_to_explanation_according_to_natural_laws,supernatural,en,not_existing_in_nature_or_subject_to_explanation_according_to_natural_laws,a
/c/en/eeriness/n,eeriness,en,,n
/c/en/eldritch/a,eldritch,en,,a
/c/gv/neuheiltagh/a,neuheiltagh,gv,,a
/c/tr/ürkütücü/a,ürkütücü,tr,,a
/c/en/eerie/a/fearful,eerie,en,fearful,a
/c/en/eerie/a/weird,eerie,en,weird,a
/c/en/hollow/a,hollow,en,,a
/c/pt/assustador/a,assustador,pt,,a
/c/pt/esquisito/a,esquisito,pt,,a
/c/en/eerie/a,eerie,en,,a
/c/en/eerily,eerily,en,,
/c/en/eeriness,eeriness,en,,
/c/en/eerily/r,eerily,en,,r
/c/en/weird,weird,en,,
/c/en/eerisome/a,eerisome,en,,a
/c/ja/怪しい/a,怪しい,ja,,a
/c/sco/weirdly/a,weirdly,sco,,a
/c/tr/ürkünç/a,ürkünç,tr,,a
/c/en/eerie,eerie,en,,
/c/en/eerisome,eerisome,en,,
/c/ru/жуткий/a,жуткий,ru,,a
/c/tr/ürpertici/a,ürpertici,tr,,a
/c/de/schauerlich/a,schauerlich,de,,a
/c/en/phantasmal/a,phantasmal,en,,a
/c/ja/恐い/a,恐い,ja,,a
/c/nl/onheimelijk/a,onheimelijk,nl,,a
/c/de/unheimlich/a,unheimlich,de,,a
/c/en/spookish/a,spookish,en,,a
/c/en/spooky/a,spooky,en,,a
/c/ga/íogair/a,íogair,ga,,a
/c/nl/spookachtig/a,spookachtig,nl,,a
/c/sv/kuslig/a,kuslig,sv,,a
/c/en/weird/a/having_supernatural_or_preternatural_power,weird,en,having_supernatural_or_preternatural_power,a
/c/ja/こわい/a,こわい,ja,,a
/c/en/eeriness/n/strangeness_by_virtue_of_being_mysterious_and_inspiring_fear,eeriness,en,strangeness_by_virtue_of_being_mysterious_and_inspiring_fear,n
/c/en/eerie/a/suggestive_of_the_supernatural,eerie,en,suggestive_of_the_supernatural,a
/c/de/unheimlich,unheimlich,de,,
/c/sv/kuslig,kuslig,sv,,
/c/pt/esquisito,esquisito,pt,,
/c/ru/мрачный,мрачный,ru,,
/c/tr/ürkütücü,ürkütücü,tr,,
/c/ko/야릇하다,야릇하다,ko,,
/c/nl/angstaanjagend,angstaanjagend,nl,,
/c/ru/пугающий,пугающий,ru,,
/c/ja/不気味,不気味,ja,,
/c/no/nifs,nifs,no,,
/c/pt/estranho,estranho,pt,,
/c/ro/superstițios,superstițios,ro,,
/c/ru/сверхъестественный,сверхъестественный,ru,,
/c/sh/stran,stran,sh,,
/c/sk/čudný,čudný,sk,,
/c/zh/怪异,怪异,zh,,
/c/bg/внушаващ_суеверен_страх,внушаващ_суеверен_страх,bg,,
/c/es/extraño,extraño,es,,
/c/ru/жуткий,жуткий,ru,,
/c/ru/странный,странный,ru,,
/c/sk/zvláštny,zvláštny,sk,,
/c/tr/esrarengiz,esrarengiz,tr,,
/c/zh/森森,森森,zh,,
/c/en/spooky,spooky,en,,
/c/ca/espantós,espantós,ca,,
/c/fr/craintif,craintif,fr,,
/c/nl/vreemd,vreemd,nl,,
/c/no/skummel,skummel,no,,
/c/ro/straniu,straniu,ro,,
/c/ru/зловещий,зловещий,ru,,
/c/sv/mystisk,mystisk,sv,,
/c/zh/怪異,怪異,zh,,
/c/ang/earg/a,earg,ang,,a
/c/en/fearful,fearful,en,,
/c/ko/홀리다,홀리다,ko,,
/c/fr/peureux,peureux,fr,,
/c/fr/timide,timide,fr,,
/c/ja/恐ろしい,恐ろしい,ja,,
/c/no/engstelig,engstelig,no,,
/c/sk/zlovestný,zlovestný,sk,,
/c/ca/misteriós,misteriós,ca,,
/c/fr/étrange,étrange,fr,,
/c/ko/어리치다,어리치다,ko,,
/c/sk/strašidelný,strašidelný,sk,,
/c/es/misterioso,misterioso,es,,
/c/it/misterioso,misterioso,it,,
/c/pt/assustador,assustador,pt,,
/c/sk/podozrivý,podozrivý,sk,,
/c/sco/argh,argh,sco,,
/c/en/timid,timid,en,,
/c/en/creepy,creepy,en,,
/c/ko/어리다,어리다,ko,,
/c/ja/物凄い,物凄い,ja,,
/c/nl/vreesachtig,vreesachtig,nl,,
/c/bg/странен,странен,bg,,
/c/fi/outo,outo,fi,,
/c/sv/konstig,konstig,sv,,
/c/en/run,run,en,,
/c/en/have_sex,have_sex,en,,
/c/en/go_for_jog,go_for_jog,en,,
/c/en/jog,jog,en,,
/c/en/go_for_run,go_for_run,en,,
/c/en/dance_samba,dance_samba,en,,
/c/en/get_warm,get_warm,en,,
/c/en/jump_rope,jump_rope,en,,
/c/en/get_some_physical_activity,get_some_physical_activity,en,,
/c/en/take_examination,take_examination,en,,
/c/en/hike,hike,en,,
/c/en/play_tennis,play_tennis,en,,
/c/en/prove_your_physical_endurance,prove_your_physical_endurance,en,,
/c/en/take_final_exam,take_final_exam,en,,
/c/en/run_twenty_six_mile,run_twenty_six_mile,en,,
/c/en/get_fit,get_fit,en,,
/c/en/ride_bicycle,ride_bicycle,en,,
/c/en/sweat,sweat,en,,
/c/en/release_your_energy,release_your_energy,en,,
/c/en/sweat/v/excrete_perspiration_through_the_pores_in_the_skin,sweat,en,excrete_perspiration_through_the_pores_in_the_skin,v
/c/en/hot_day,hot_day,en,,
/c/en/play_lacrosse,play_lacrosse,en,,
/c/en/swelter/v/suffer_from_intense_heat,swelter,en,suffer_from_intense_heat,v
/c/en/play_football,play_football,en,,
/c/en/sweat/n/condensation_of_moisture_on_a_cold_surface,sweat,en,condensation_of_moisture_on_a_cold_surface,n
/c/arn/arofvn/v,arofvn,arn,,v
/c/it/sudato/a,sudato,it,,a
/c/pt/suor/n,suor,pt,,n
/c/en/go_jog,go_jog,en,,
/c/sa/स्वेद/n,स्वेद,sa,,n
/c/en/stop_your_bicycle,stop_your_bicycle,en,,
/c/en/hope_around,hope_around,en,,
/c/en/sweat/n,sweat,en,,n
/c/en/horse,horse,en,,
/c/en/get_in_shape,get_in_shape,en,,
/c/en/go_for_walk,go_for_walk,en,,
/c/en/break_sweat,break_sweat,en,,
/c/en/sweat_gland,sweat_gland,en,,
/c/en/sweatshop,sweatshop,en,,
/c/de/schweiss,schweiss,de,,
/c/en/forswat,forswat,en,,
/c/en/sweatmeat,sweatmeat,en,,
/c/en/sweetleaf,sweetleaf,en,,
/c/eo/ŝvito,ŝvito,eo,,
/c/nl/zweten,zweten,nl,,
/c/sq/djersë,djersë,sq,,
/c/en/chop_firewood,chop_firewood,en,,
/c/en/create_art,create_art,en,,
/c/arc/דעת/v,דעת,arc,,v
/c/bn/ঘামা/v,ঘামা,bn,,v
/c/ca/suar/v,suar,ca,,v
/c/cs/pot/n,pot,cs,,n
/c/cu/потъ/n,потъ,cu,,n
/c/de/anschwitzen/v,anschwitzen,de,,v
/c/en/anhidrotic/n,anhidrotic,en,,n
/c/en/eccrine/a,eccrine,en,,a
/c/en/maschalephidrosis/n,maschalephidrosis,en,,n
/c/en/sudorific/n,sudorific,en,,n
/c/en/sweat/a,sweat,en,,a
/c/en/have_shower,have_shower,en,,
/c/en/body_odor,body_odor,en,,
/c/en/perspiration/n/salty_fluid_secreted_by_sweat_glands,perspiration,en,salty_fluid_secreted_by_sweat_glands,n
/c/en/sweat_off/v/lose_weight_by_sweating,sweat_off,en,lose_weight_by_sweating,v
/c/en/perspirer/n/a_person_who_perspires,perspirer,en,a_person_who_perspires,n
/c/en/perspiration/n/the_process_of_the_sweat_glands_of_the_skin_secreting_a_salty_fluid,perspiration,en,the_process_of_the_sweat_glands_of_the_skin_secreting_a_salty_fluid,n
/c/en/condensation/n/atmospheric_moisture_that_has_condensed_because_of_cold,condensation,en,atmospheric_moisture_that_has_condensed_because_of_cold,n
/c/en/way,way,en,,
/c/en/hard_work,hard_work,en,,
/c/en/drip,drip,en,,
/c/en/way_of_regulate_body_temperature,way_of_regulate_body_temperature,en,,
/c/en/excrete/v/eliminate_from_the_body,excrete,en,eliminate_from_the_body,v
/c/en/get_clean,get_clean,en,,
/c/en/at_gym,at_gym,en,,
/c/en/bed,bed,en,,
/c/ang/swāt,swāt,ang,,
/c/fa/خوی,خوی,fa,,
/c/sa/स्वेद,स्वेद,sa,,
/c/txb/syā,syā,txb,,
/c/yi/שוויצן,שוויצן,yi,,
/c/en/athletic_pant,athletic_pant,en,,
/c/en/clothe_person_wear_to_keep_warm,clothe_person_wear_to_keep_warm,en,,
/c/en/oasis/n/a_fertile_tract_in_a_desert,oasis,en,a_fertile_tract_in_a_desert,n
/c/ka/ოაზისი/n,ოაზისი,ka,,n
/c/en/oasis,oasis,en,,
/c/en/oasislike,oasislike,en,,
/c/en/oasis/n/band,oasis,en,band,n
/c/en/aquifer/n,aquifer,en,,n
/c/eo/oazo/n,oazo,eo,,n
/c/hil/bukal/n,bukal,hil,,n
/c/it/oasi/n,oasi,it,,n
/c/nl/oase/n,oase,nl,,n
/c/ru/оазис/n,оазис,ru,,n
/c/tr/vaha/n,vaha,tr,,n
/c/en/oasislike/a,oasislike,en,,a
/c/en/oasis/n/song,oasis,en,song,n
/c/da/oase/n,oase,da,,n
/c/zh/綠洲/n,綠洲,zh,,n
/c/en/oasis/n/quiet_place_or_situation,oasis,en,quiet_place_or_situation,n
/c/en/oasis/n/drink,oasis,en,drink,n
/c/en/oasis/n/video_game,oasis,en,video_game,n
/c/ca/oasi/n,oasi,ca,,n
/c/en/merv/n,merv,en,,n
/c/fr/oasien/a,oasien,fr,,a
/c/cs/oáza/n,oáza,cs,,n
/c/en/w_bpel,w_bpel,en,,
/c/et/oaas/n,oaas,et,,n
/c/hu/oázis/n,oázis,hu,,n
/c/en/oasis/n,oasis,en,,n
/c/gl/oasis/n,oasis,gl,,n
/c/is/vin/n,vin,is,,n
/c/pt/oásis/n,oásis,pt,,n
/c/syc/ܐܘܣܐ/n,ܐܘܣܐ,syc,,n
/c/de/oase/n,oase,de,,n
/c/en/oasitic/a,oasitic,en,,a
/c/fa/واحه/n,واحه,fa,,n
/c/fi/oaasi/n,oaasi,fi,,n
/c/ja/こうしょう/n,こうしょう,ja,,n
/c/sh/oaza/n,oaza,sh,,n
/c/sh/оаза/n,оаза,sh,,n
/c/zh/绿洲/n,绿洲,zh,,n
/c/en/island/n/an_entity_surrounded_by_other_very_different_entities,island,en,an_entity_surrounded_by_other_very_different_entities,n
/c/en/well,well,en,,
/c/el/όαση/n,όαση,el,,n
/c/fi/keidas/n,keidas,fi,,n
/c/hy/օազիս/n,օազիս,hy,,n
/c/tzm/ⴰⵎⴷⴰ/n,ⴰⵎⴷⴰ,tzm,,n
/c/en/oasis/n/2008_film,oasis,en,2008_film,n
/c/en/oasis/n/akinori_nakagawa_album,oasis,en,akinori_nakagawa_album,n
/c/en/oasis/n/culfest,oasis,en,culfest,n
/c/en/oasis/n/roberta_flack_album,oasis,en,roberta_flack_album,n
/c/en/oasis/n/software,oasis,en,software,n
/c/en/oasis/n/oasis_album,oasis,en,oasis_album,n
/c/en/oasis/n/2002_film,oasis,en,2002_film,n
/c/en/oasis/n/do_as_infinity_song,oasis,en,do_as_infinity_song,n
/c/en/oasis/n/eric_marienthal_album,oasis,en,eric_marienthal_album,n
/c/en/oasis/n/gackt_song,oasis,en,gackt_song,n
/c/en/oasis/n/o_c_a_g_album,oasis,en,o_c_a_g_album,n
/c/en/oasis/n/spa,oasis,en,spa,n
/c/ja/沃地,沃地,ja,,
/c/en/oasis/n/1955_film,oasis,en,1955_film,n
/c/en/oasis/n/star_trek_enterprise,oasis,en,star_trek_enterprise,n
/c/en/oasis/n/shirley_scott_album,oasis,en,shirley_scott_album,n
/c/en/oasis/n/novel,oasis,en,novel,n
/c/en/tract/n/an_extended_area_of_land,tract,en,an_extended_area_of_land,n
/c/en/desert/n/arid_land_with_little_or_no_vegetation,desert,en,arid_land_with_little_or_no_vegetation,n
/c/en/desert,desert,en,,
/c/cop/ⲟⲩⲁϩⲉ,ⲟⲩⲁϩⲉ,cop,,
/c/en/natural_thing,natural_thing,en,,
/c/en/refuge,refuge,en,,
/c/en/beverage,beverage,en,,
/c/en/retreat,retreat,en,,
/c/en/vegetation,vegetation,en,,
/c/en/ecological_region,ecological_region,en,,
/c/en/fertile,fertile,en,,
/c/ar/واحة,واحة,ar,,
/c/en/easy_listen,easy_listen,en,,
/c/en/art_rock,art_rock,en,,
/c/en/symphonic_rock,symphonic_rock,en,,
/c/en/convention,convention,en,,
/c/en/societal_event,societal_event,en,,
/c/en/television_episode,television_episode,en,,
/c/en/adult_contemporary_music,adult_contemporary_music,en,,
/c/en/spaciness/n,spaciness,en,,n
/c/en/spacy/a,spacy,en,,a
/c/en/spaciness,spaciness,en,,
/c/en/dream,dream,en,,
/c/en/spacy,spacy,en,,
/c/en/space_out,space_out,en,,
/c/en/eccentric,eccentric,en,,
/c/en/star,star,en,,
/c/en/black_hole,black_hole,en,,
/c/en/planet,planet,en,,
/c/en/vacuum,vacuum,en,,
/c/en/meteor,meteor,en,,
/c/en/satellite,satellite,en,,
/c/en/comet,comet,en,,
/c/en/spaceship,spaceship,en,,
/c/en/space_shuttle,space_shuttle,en,,
/c/en/milky_way,milky_way,en,,
/c/en/quasar,quasar,en,,
/c/en/space_junk,space_junk,en,,
/c/en/nebula,nebula,en,,
/c/en/photon,photon,en,,
/c/en/asteroid,asteroid,en,,
/c/en/alien,alien,en,,
/c/en/hydrogen_atom,hydrogen_atom,en,,
/c/en/ionize_radiation,ionize_radiation,en,,
/c/en/space/v/place_at_intervals,space,en,place_at_intervals,v
/c/en/key/n/a_space_in_front_of_the_basket_at_each_end_of_a_basketball_court,key,en,a_space_in_front_of_the_basket_at_each_end_of_a_basketball_court,n
/c/en/park_space/n/a_space_where_an_automobile_can_be_parked,park_space,en,a_space_where_an_automobile_can_be_parked,n
/c/en/seat/n/a_space_reserved_for_sitting,seat,en,a_space_reserved_for_sitting,n
/c/en/terreplein/n/level_space_where_heavy_guns_can_be_mounted_behind_the_parapet_at_the_top_of_a_rampart,terreplein,en,level_space_where_heavy_guns_can_be_mounted_behind_the_parapet_at_the_top_of_a_rampart,n
/c/en/void/n/an_empty_area_or_space,void,en,an_empty_area_or_space,n
/c/en/workspace/n/space_allocated_for_your_work,workspace,en,space_allocated_for_your_work,n
/c/en/space/n,space,en,,n
/c/en/space/a/arranged_with_spaces_between,space,en,arranged_with_spaces_between,a
/c/en/orbit,orbit,en,,
/c/en/pluto,pluto,en,,
/c/en/roomy/a/having_ample_space,roomy,en,having_ample_space,a
/c/en/cavity/n/space_that_is_surrounded_by_something,cavity,en,space_that_is_surrounded_by_something,n
/c/en/expanse/n/a_wide_and_open_space_or_area_as_of_surface_or_land_or_sky,expanse,en,a_wide_and_open_space_or_area_as_of_surface_or_land_or_sky,n
/c/en/first_three_dimension,first_three_dimension,en,,
/c/en/margin/n/the_blank_space_that_surrounds_the_text_on_a_page,margin,en,the_blank_space_that_surrounds_the_text_on_a_page,n
/c/en/no_park_zone/n/a_space_where_automobiles_are_not_allowed_to_park,no_park_zone,en,a_space_where_automobiles_are_not_allowed_to_park,n
/c/en/open/n/an_open_or_empty_space_in_or_between_things,open,en,an_open_or_empty_space_in_or_between_things,n
/c/en/space/n/a_blank_area,space,en,a_blank_area,n
/c/en/space/n/an_area_reserved_for_some_particular_purpose,space,en,an_area_reserved_for_some_particular_purpose,n
/c/ja/じくう/n,じくう,ja,,n
/c/en/space//area,space,en,area,""
/c/en/spatial/a/pertaining_to_or_involving_or_having_the_nature_of_space,spatial,en,pertaining_to_or_involving_or_having_the_nature_of_space,a
/c/en/distance/n/the_property_created_by_the_space_between_two_objects_or_points,distance,en,the_property_created_by_the_space_between_two_objects_or_points,n
/c/en/mathematical_space/n/any_set_of_points_that_satisfy_a_set_of_postulates_of_some_kind,mathematical_space,en,any_set_of_points_that_satisfy_a_set_of_postulates_of_some_kind,n
/c/en/pocket/n/the_space_between_the_headpin_and_the_pins_behind_it_on_the_right_or_left,pocket,en,the_space_between_the_headpin_and_the_pins_behind_it_on_the_right_or_left,n
/c/en/space/n/one_of_the_areas_between_or_below_or_above_the_lines_of_a_musical_staff,space,en,one_of_the_areas_between_or_below_or_above_the_lines_of_a_musical_staff,n
/c/en/subarachnoid_space/n/a_space_in_the_meninges_beneath_the_arachnoid_membrane_and_above_the_pia_mater_that_contains_the_cerebrospinal_fluid,subarachnoid_space,en,a_space_in_the_meninges_beneath_the_arachnoid_membrane_and_above_the_pia_mater_that_contains_the_cerebrospinal_fluid,n
/c/en/aerospace/n/the_atmosphere_and_outer_space_considered_as_a_whole,aerospace,en,the_atmosphere_and_outer_space_considered_as_a_whole,n
/c/ja/くうかん/n,くうかん,ja,,n
/c/ru/пространство/n,пространство,ru,,n
/c/en/outer_space/n/any_location_outside_the_earth's_atmosphere,outer_space,en,any_location_outside_the_earth's_atmosphere,n
/c/en/separation/n/the_space_where_a_division_or_parting_occurs,separation,en,the_space_where_a_division_or_parting_occurs,n
/c/en/space/n/the_property_possessed_by_an_array_of_things_that_have_space_between_them,space,en,the_property_possessed_by_an_array_of_things_that_have_space_between_them,n
/c/en/location/n/a_point_or_extent_in_space,location,en,a_point_or_extent_in_space,n
/c/en/hydrogen,hydrogen,en,,
/c/en/more_space,more_space,en,,
/c/en/planet_earth,planet_earth,en,,
/c/en/radiation,radiation,en,,
/c/en/absolute_space/n/physical_space_independent_of_what_occupies_it,absolute_space,en,physical_space_independent_of_what_occupies_it,n
/c/en/concentration/n/the_spatial_property_of_being_crowded_together,concentration,en,the_spatial_property_of_being_crowded_together,n
/c/en/crawlspace/n/low_space_beneath_a_floor_of_a_building,crawlspace,en,low_space_beneath_a_floor_of_a_building,n
/c/en/space/n/a_blank_character_used_to_separate_successive_words_in_writing_or_printing,space,en,a_blank_character_used_to_separate_successive_words_in_writing_or_printing,n
/c/en/area,area,en,,
/c/en/very_cold,very_cold,en,,
/c/en/big,big,en,,
/c/en/final_frontier,final_frontier,en,,
/c/en/empty,empty,en,,
/c/en/separate_word,separate_word,en,,
/c/en/infinite,infinite,en,,
/c/en/around_earth,around_earth,en,,
/c/en/box,box,en,,
/c/en/outer,outer,en,,
/c/en/jar,jar,en,,
/c/en/future_of_mankind,future_of_mankind,en,,
/c/en/next_fronteir,next_fronteir,en,,
/c/en/space/n/an_empty_area,space,en,an_empty_area,n
/c/en/space_age,space_age,en,,
/c/en/double_space/a/having_a_blank_line_between_lines_of_type,double_space,en,having_a_blank_line_between_lines_of_type,a
/c/en/unspaced/a/arranged_without_spaces_between,unspaced,en,arranged_without_spaces_between,a
/c/en/suitcase,suitcase,en,,
/c/en/area/n/the_extent_of_a_2_dimensional_surface_enclosed_within_a_boundary,area,en,the_extent_of_a_2_dimensional_surface_enclosed_within_a_boundary,n
/c/en/area/n/a_particular_geographical_region_of_indefinite_boundary,area,en,a_particular_geographical_region_of_indefinite_boundary,n
/c/en/separate,separate,en,,
/c/en/space/n/the_unlimited_expanse_in_which_everything_is_located,space,en,the_unlimited_expanse_in_which_everything_is_located,n
/c/en/sentence,sentence,en,,
/c/en/region_above_earth's_atmosphere,region_above_earth's_atmosphere,en,,
/c/en/distance/n/the_interval_between_two_times,distance,en,the_interval_between_two_times,n
/c/en/beautiful,beautiful,en,,
/c/en/placement/n/the_spatial_property_of_the_way_in_which_something_is_placed,placement,en,the_spatial_property_of_the_way_in_which_something_is_placed,n
/c/en/form/n/a_printed_document_with_spaces_in_which_to_write,form,en,a_printed_document_with_spaces_in_which_to_write,n
/c/en/staff/n/the_system_of_five_horizontal_lines_on_which_the_musical_notes_are_written,staff,en,the_system_of_five_horizontal_lines_on_which_the_musical_notes_are_written,n
/c/en/park,park,en,,
/c/en/very_empty,very_empty,en,,
/c/en/character/n/a_written_symbol_that_is_used_to_represent_speech,character,en,a_written_symbol_that_is_used_to_represent_speech,n
/c/en/cake,cake,en,,
/c/en/cactus,cactus,en,,
/c/en/great_victoria_desert/n/a_desert_region_in_south_central_australia_to_the_north_of_the_nullarbor_plain,great_victoria_desert,en,a_desert_region_in_south_central_australia_to_the_north_of_the_nullarbor_plain,n
/c/en/paint_desert/n/a_desert_on_a_high_plateau_in_northeastern_arizona,paint_desert,en,a_desert_on_a_high_plateau_in_northeastern_arizona,n
/c/en/rub_al_khali/n/a_desert_in_southern_saudi_arabia,rub_al_khali,en,a_desert_in_southern_saudi_arabia,n
/c/en/sinai/n/a_desert_on_the_sinai_peninsula_in_northeastern_egypt,sinai,en,a_desert_on_the_sinai_peninsula_in_northeastern_egypt,n
/c/en/syrian_desert/n/a_desert_of_northern_arabia_occupying_western_iraq_southern_syria_eastern_jordan_and_northern_saudi_arabia,syrian_desert,en,a_desert_of_northern_arabia_occupying_western_iraq_southern_syria_eastern_jordan_and_northern_saudi_arabia,n
/c/en/desert_climate,desert_climate,en,,
/c/en/libyan_desert/n/the_northeastern_part_of_the_sahara_desert_in_libya_and_egypt_and_sudan,libyan_desert,en,the_northeastern_part_of_the_sahara_desert_in_libya_and_egypt_and_sudan,n
/c/en/patagonian_desert/n/a_semiarid_region_in_southern_south_america,patagonian_desert,en,a_semiarid_region_in_southern_south_america,n
/c/en/sonoran_desert/n/a_desert_in_southwestern_arizona,sonoran_desert,en,a_desert_in_southwestern_arizona,n
/c/en/taklimakan_desert/n/a_desert_in_western_china,taklimakan_desert,en,a_desert_in_western_china,n
/c/en/kyzyl_kum/n/a_desert_in_uzbekistan_to_the_southeast_of_the_aral_sea,kyzyl_kum,en,a_desert_in_uzbekistan_to_the_southeast_of_the_aral_sea,n
/c/en/mojave/n/a_desert_area_in_southern_california_and_western_arizona,mojave,en,a_desert_area_in_southern_california_and_western_arizona,n
/c/en/negev/n/a_desert_in_southern_israel,negev,en,a_desert_in_southern_israel,n
/c/en/nubian_desert/n/an_arid_sandstone_plateau_in_northeastern_sudan_between_the_nile_and_the_red_sea,nubian_desert,en,an_arid_sandstone_plateau_in_northeastern_sudan_between_the_nile_and_the_red_sea,n
/c/en/sahara/n/the_world's_largest_desert_in_northern_africa,sahara,en,the_world's_largest_desert_in_northern_africa,n
/c/en/ficus,ficus,en,,
/c/en/arabian_desert/n/a_desert_in_egypt_between_the_nile_river_and_the_red_sea,arabian_desert,en,a_desert_in_egypt_between_the_nile_river_and_the_red_sea,n
/c/en/arabian_desert/n/a_desert_on_the_arabian_peninsula_in_southwestern_asia,arabian_desert,en,a_desert_on_the_arabian_peninsula_in_southwestern_asia,n
/c/en/black_rock_desert/n/a_desert_in_northwestern_nevada,black_rock_desert,en,a_desert_in_northwestern_nevada,n
/c/en/chihuahuan_desert/n/a_desert_in_western_texas_new_mexico_arizona_and_northern_mexico,chihuahuan_desert,en,a_desert_in_western_texas_new_mexico_arizona_and_northern_mexico,n
/c/en/nefud/n/a_desert_in_northern_saudi_arabia_that_is_noted_for_its_red_sand_and_violent_winds,nefud,en,a_desert_in_northern_saudi_arabia_that_is_noted_for_its_red_sand_and_violent_winds,n
/c/en/simpson_desert/n/a_desert_region_of_central_australia,simpson_desert,en,a_desert_region_of_central_australia,n
/c/en/australian_desert/n/general_name_given_to_all_desert_areas_in_australia,australian_desert,en,general_name_given_to_all_desert_areas_in_australia,n
/c/en/great_sandy_desert/n/a_desert_region_in_northwestern_australia_to_the_north_of_the_gibson_desert,great_sandy_desert,en,a_desert_region_in_northwestern_australia_to_the_north_of_the_gibson_desert,n
/c/en/meed/n,meed,en,,n
/c/en/sand/n,sand,en,,n
